Execução,Configuração,np,Tempo_real,Tempo_user,Tempo_sys,Tempo_total,Tempo_Bcast_Scatterv,Tempo_Computacao,Tempo_Gatherv
2,"--host fct-deei-linux:3",3,0.392,0.129,0.068,0.281790,0.000026,0.000000,0.008053
3,"--host fct-deei-linux:3",3,0.394,0.099,0.067,0.274094,0.000020,0.000000,0.008635
4,"--host fct-deei-linux:3",3,0.385,0.072,0.086,0.273664,0.000019,0.000000,0.008164
5,"--host fct-deei-linux:3",3,0.386,0.098,0.065,0.282252,0.000023,0.000000,0.009062
6,"--host fct-deei-linux:3",3,0.395,0.095,0.07,0.281472,0.000021,0.000000,0.012123
7,"--host fct-deei-linux:3",3,0.382,0.072,0.086,0.269487,0.000021,0.000000,0.008063
8,"--host fct-deei-linux:3",3,0.403,0.071,0.084,0.284969,0.000023,0.000000,0.006895
9,"--host fct-deei-linux:3",3,0.366,0.079,0.062,0.261383,0.000022,0.000000,0.001907
10,"--host fct-deei-linux:3",3,0.389,0.073,0.074,0.272912,0.000020,0.000000,0.004144
11,"--host fct-deei-linux:3",3,0.396,0.066,0.078,0.265181,0.000019,0.000000,0.000235
12,"--host fct-deei-linux:3",3,0.394,0.084,0.065,0.269881,0.000022,0.000000,0.005829
13,"--host fct-deei-linux:3",3,0.409,0.109,0.057,0.285357,0.000032,0.000001,0.012054
14,"--host fct-deei-linux:3",3,0.403,0.093,0.074,0.281046,0.000021,0.000000,0.008998
15,"--host fct-deei-linux:3",3,0.395,0.084,0.063,0.260521,0.000022,0.000000,0.000531
16,"--host fct-deei-linux:3",3,0.4,0.122,0.07,0.276300,0.000023,0.000000,0.008077
17,"--host fct-deei-linux:3",3,0.373,0.091,0.055,0.257034,0.000021,0.000000,0.001761
18,"--host fct-deei-linux:3",3,0.366,0.103,0.051,0.260668,0.000020,0.000000,0.000357
19,"--host fct-deei-linux:3",3,0.39,0.092,0.071,0.275780,0.000041,0.000000,0.006647
20,"--host fct-deei-linux:3",3,0.397,0.08,0.08,0.270600,0.000021,0.000000,0.010000
21,"--host fct-deei-linux:3",3,0.406,0.089,0.06,0.260918,0.000040,0.000001,0.002659
22,"--host fct-deei-linux:3",3,0.388,0.065,0.076,0.260211,0.000026,0.000001,0.000276
23,"--host fct-deei-linux:3",3,0.429,0.064,0.102,0.288531,0.000022,0.000000,0.008091
24,"--host fct-deei-linux:3",3,0.378,0.099,0.063,0.261464,0.000050,0.000001,0.000782
25,"--host fct-deei-linux:3",3,0.387,0.139,0.076,0.272243,0.000024,0.000001,0.004045
26,"--host fct-deei-linux:3",3,0.383,0.113,0.087,0.283464,0.000022,0.000000,0.008110
27,"--host fct-deei-linux:3",3,0.375,0.087,0.064,0.258431,0.000039,0.000001,0.000167
28,"--host fct-deei-linux:3",3,0.389,0.094,0.073,0.281327,0.000020,0.000000,0.012135
29,"--host fct-deei-linux:3",3,0.384,0.098,0.059,0.273606,0.000021,0.000000,0.007993
30,"--host fct-deei-linux:3",3,0.378,0.073,0.069,0.261906,0.000022,0.000000,0.007180
Uptime depois da execução:  12:08:21 up 3 days, 21:54,  3 users,  load average: 3.51, 3.10, 2.40
Média,"--host fct-deei-linux:3",3,0.3899,0.0914333,0.0701,0.271984,2.48333e-05,2e-07,0.0060432
Uptime antes da execução:  12:08:21 up 3 days, 21:54,  3 users,  load average: 3.51, 3.10, 2.40
1,"--host fct-deei-linux:4",4,0.424,0.143,0.096,0.306232,0.000021,0.000000,0.019351
2,"--host fct-deei-linux:4",4,0.401,0.122,0.082,0.289377,0.000020,0.000000,0.008157
3,"--host fct-deei-linux:4",4,0.403,0.104,0.098,0.292889,0.000020,0.000000,0.011890
4,"--host fct-deei-linux:4",4,0.4,0.128,0.066,0.286026,0.000020,0.000000,0.008127
5,"--host fct-deei-linux:4",4,0.413,0.114,0.115,0.299507,0.000022,0.000000,0.007115
6,"--host fct-deei-linux:4",4,0.404,0.12,0.106,0.285225,0.000026,0.000000,0.004056
7,"--host fct-deei-linux:4",4,0.412,0.145,0.08,0.297192,0.000027,0.000000,0.008244
8,"--host fct-deei-linux:4",4,0.372,0.092,0.082,0.277399,0.000020,0.000000,0.000280
9,"--host fct-deei-linux:4",4,0.407,0.103,0.096,0.295874,0.000021,0.000000,0.006530
10,"--host fct-deei-linux:4",4,0.387,0.084,0.099,0.283028,0.000022,0.000000,0.001290
11,"--host fct-deei-linux:4",4,0.418,0.123,0.072,0.288496,0.000022,0.000000,0.013604
12,"--host fct-deei-linux:4",4,0.369,0.102,0.081,0.263737,0.000022,0.000000,0.000390
13,"--host fct-deei-linux:4",4,0.391,0.103,0.093,0.280262,0.000024,0.000000,0.000269
14,"--host fct-deei-linux:4",4,0.413,0.125,0.067,0.289187,0.000020,0.000000,0.001584
15,"--host fct-deei-linux:4",4,0.401,0.103,0.088,0.297895,0.000020,0.000000,0.013471
16,"--host fct-deei-linux:4",4,0.401,0.126,0.079,0.281711,0.000021,0.000000,0.000597
17,"--host fct-deei-linux:4",4,0.38,0.102,0.094,0.282955,0.000021,0.000000,0.000905
18,"--host fct-deei-linux:4",4,0.372,0.103,0.077,0.265419,0.000021,0.000000,0.005148
19,"--host fct-deei-linux:4",4,0.397,0.105,0.092,0.276531,0.000023,0.000000,0.001290
20,"--host fct-deei-linux:4",4,0.394,0.089,0.095,0.278280,0.000020,0.000000,0.006109
21,"--host fct-deei-linux:4",4,0.39,0.107,0.09,0.272063,0.000019,0.000000,0.000366
22,"--host fct-deei-linux:4",4,0.394,0.082,0.115,0.269293,0.000018,0.000000,0.000373
23,"--host fct-deei-linux:4",4,0.377,0.11,0.081,0.270175,0.000021,0.000000,0.000590
24,"--host fct-deei-linux:4",4,0.395,0.116,0.091,0.293257,0.000019,0.000000,0.013239
25,"--host fct-deei-linux:4",4,0.41,0.102,0.098,0.292769,0.000021,0.000000,0.015935
26,"--host fct-deei-linux:4",4,0.401,0.114,0.104,0.281143,0.000021,0.000000,0.004441
27,"--host fct-deei-linux:4",4,0.435,0.105,0.099,0.281335,0.000033,0.000000,0.003408
28,"--host fct-deei-linux:4",4,0.376,0.079,0.102,0.275334,0.000022,0.000000,0.000344
29,"--host fct-deei-linux:4",4,0.409,0.134,0.095,0.308890,0.000023,0.000000,0.008092
30,"--host fct-deei-linux:4",4,0.377,0.124,0.071,0.281333,0.000026,0.000000,0.008270
Uptime depois da execução:  12:08:35 up 3 days, 21:54,  3 users,  load average: 3.62, 3.14, 2.43
Média,"--host fct-deei-linux:4",4,0.397433,0.1103,0.0901333,0.284761,2.18667e-05,0,0.00578217
Uptime antes da execução:  12:08:37 up 3 days, 21:54,  3 users,  load average: 3.62, 3.14, 2.43
