Execução,Configuração,np,Tempo_real,Tempo_user,Tempo_sys,Tempo_total,Tempo_Bcast_Scatterv,Tempo_Computacao,Tempo_Gatherv
23,"--host fct-deei-linux:4",4,0.388,0.241,0.13,0.282390,0.000229,0.017711,0.020043
24,"--host fct-deei-linux:4",4,0.411,0.211,0.196,0.288059,0.000309,0.016915,0.021967
25,"--host fct-deei-linux:4",4,0.394,0.21,0.169,0.287814,0.000345,0.018957,0.019393
26,"--host fct-deei-linux:4",4,0.416,0.281,0.146,0.304989,0.004006,0.017885,0.031460
27,"--host fct-deei-linux:4",4,0.398,0.25,0.129,0.286335,0.000351,0.017898,0.023409
28,"--host fct-deei-linux:4",4,0.396,0.245,0.133,0.289113,0.000299,0.016891,0.020687
29,"--host fct-deei-linux:4",4,0.41,0.257,0.128,0.294419,0.000359,0.016853,0.026435
30,"--host fct-deei-linux:4",4,0.395,0.224,0.144,0.290075,0.000372,0.018139,0.022479
Uptime depois da execução:  17:20:46 up  3:06, 21 users,  load average: 4.93, 7.66, 6.15
Média,"--host fct-deei-linux:4",4,0.401467,0.238933,0.1484,0.289945,0.000603333,0.0178906,0.0219814
Uptime antes da execução:  17:20:46 up  3:06, 21 users,  load average: 4.93, 7.66, 6.15
1,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.786,1.068,0.593,2.328616,0.021695,0.027420,0.028356
2,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.764,0.919,0.684,2.326989,0.021139,0.027144,0.028155
3,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.775,0.988,0.762,2.335973,0.021014,0.026419,0.027686
4,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.782,1.081,0.578,2.324463,0.020818,0.026893,0.027791
5,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.797,0.937,0.702,2.320647,0.014259,0.013718,0.026642
6,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.771,1.026,0.653,2.330635,0.021687,0.026125,0.027218
7,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.783,0.991,0.606,2.334035,0.016818,0.013848,0.027051
8,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.72,0.8,0.651,2.304861,0.013354,0.015685,0.016459
9,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.773,0.874,0.631,2.333329,0.021370,0.027045,0.027856
10,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.763,0.971,0.616,2.318425,0.015942,0.014252,0.026864
11,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.785,1.037,0.629,2.333440,0.025013,0.014628,0.026765
12,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.771,1.042,0.612,2.329339,0.024346,0.026824,0.029337
13,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.771,0.913,0.769,2.326930,0.022040,0.026447,0.027298
14,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.786,0.887,0.601,2.336670,0.021624,0.013600,0.026188
15,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.763,0.852,0.772,2.314655,0.015100,0.013164,0.026060
16,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.786,1.036,0.635,2.330179,0.021182,0.026412,0.027566
17,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.78,0.94,0.546,2.334035,0.021357,0.027753,0.028684
18,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.752,0.841,0.694,2.306664,0.014073,0.013829,0.015494
19,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.758,0.756,0.49,2.315241,0.022530,0.014209,0.017516
20,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.767,1.044,0.63,2.320938,0.011511,0.029441,0.030401
21,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.754,0.901,0.61,2.311060,0.014374,0.013942,0.014804
22,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.789,1.002,0.648,2.333205,0.021669,0.027199,0.028113
23,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.769,1.001,0.687,2.330182,0.021349,0.026899,0.027780
24,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.786,0.975,0.701,2.334144,0.021451,0.026875,0.027910
25,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.787,1.004,0.645,2.329746,0.022159,0.027665,0.028685
26,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.779,0.986,0.614,2.322953,0.015227,0.014330,0.027490
27,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.799,0.938,0.675,2.333729,0.022390,0.027909,0.028905
28,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.765,0.968,0.71,2.323223,0.020812,0.026491,0.027340
29,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.745,0.98,0.616,2.318029,0.015323,0.015266,0.028677
30,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.74,0.965,0.597,2.313456,0.017841,0.014763,0.017653
Uptime depois da execução:  17:22:11 up  3:08, 22 users,  load average: 1.62, 5.89, 5.65
Média,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2.77153,0.957433,0.645233,2.32519,0.0193156,0.0215398,0.0258915
Uptime antes da execução:  17:22:11 up  3:08, 22 users,  load average: 1.62, 5.89, 5.65
1,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.788,0.907,0.546,2.319224,0.013845,0.023318,0.024308
2,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.761,0.856,0.678,2.318310,0.016363,0.012254,0.024278
3,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.784,0.863,0.636,2.320714,0.019494,0.011293,0.022668
4,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.782,0.694,0.563,2.319672,0.012339,0.013079,0.013879
5,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.737,0.949,0.687,2.314686,0.017394,0.011061,0.022383
6,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.768,0.947,0.591,2.324790,0.020266,0.022750,0.023664
7,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.775,0.992,0.675,2.328520,0.023030,0.021865,0.022779
8,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.773,0.993,0.636,2.330866,0.022112,0.021786,0.022704
9,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.775,0.975,0.7,2.331578,0.022301,0.022265,0.023121
10,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.758,0.915,0.653,2.318748,0.015673,0.011531,0.022909
11,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.744,0.886,0.492,2.302869,0.018048,0.011535,0.014450
12,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.748,1.051,0.546,2.315759,0.015426,0.021886,0.022987
13,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.769,1.013,0.699,2.327464,0.022200,0.022039,0.023018
14,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.747,0.911,0.637,2.320463,0.012885,0.021916,0.022834
15,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.8,1.044,0.664,2.338646,0.022612,0.022170,0.025466
16,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.787,1.124,0.605,2.333691,0.024470,0.021554,0.022474
17,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.791,0.916,0.601,2.331910,0.023509,0.011708,0.023132
18,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.77,0.987,0.748,2.330572,0.023444,0.023167,0.024254
19,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.75,0.961,0.64,2.315651,0.010780,0.021928,0.022781
20,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.78,0.919,0.701,2.332483,0.021431,0.022907,0.023829
21,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.77,0.964,0.662,2.329763,0.021079,0.023465,0.024363
22,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.767,0.83,0.742,2.317151,0.016014,0.011737,0.023434
23,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.775,0.991,0.683,2.321510,0.019783,0.023435,0.024722
24,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.773,1.056,0.616,2.322730,0.021442,0.022666,0.023552
25,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.762,1.027,0.632,2.316961,0.017205,0.011789,0.024106
26,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.753,0.9,0.638,2.307689,0.016389,0.012326,0.014507
27,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.773,0.917,0.628,2.326027,0.016174,0.012130,0.024210
28,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.77,0.992,0.647,2.313284,0.010272,0.022142,0.023017
29,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.779,0.981,0.697,2.325872,0.023923,0.021842,0.022870
30,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.76,0.856,0.609,2.317260,0.014029,0.021463,0.022774
Uptime depois da execução:  17:23:35 up  3:09, 22 users,  load average: 0.84, 4.59, 5.21
Média,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2.76897,0.947233,0.641733,2.32251,0.0184644,0.0185002,0.0225158
