Execução,Configuração,np,OMP_Threads,Tempo_real,Tempo_user,Tempo_sys,Tempo_total,Tempo_Bcast_Scatterv,Tempo_Computacao,Tempo_Gatherv
Uptime antes da execução:  23:26:15 up 6 days,  9:12,  9 users,  load average: 6.55, 6.40, 6.01
1,"--host fct-deei-linux:2",2,2,0.46,0.079,0.047,0.308981,0.003230,0.004061,0.016002
2,"--host fct-deei-linux:2",2,2,0.458,0.078,0.051,0.292897,0.000033,0.004626,0.023171
3,"--host fct-deei-linux:2",2,2,0.476,0.062,0.068,0.306017,0.003307,0.004668,0.020015
4,"--host fct-deei-linux:2",2,2,0.464,0.083,0.049,0.310702,0.003224,0.004224,0.024136
5,"--host fct-deei-linux:2",2,2,0.449,0.073,0.056,0.311539,0.003350,0.004058,0.023955
6,"--host fct-deei-linux:2",2,2,0.448,0.04,0.076,0.277775,0.000028,0.004075,0.004096
7,"--host fct-deei-linux:2",2,2,0.425,0.076,0.062,0.281149,0.008175,0.015907,0.015934
8,"--host fct-deei-linux:2",2,2,0.36,0.078,0.054,0.244026,0.000029,0.000613,0.000629
9,"--host fct-deei-linux:2",2,2,0.455,0.05,0.068,0.313131,0.000031,0.007039,0.011141
10,"--host fct-deei-linux:2",2,2,0.452,0.075,0.047,0.312899,0.000032,0.007031,0.015059
11,"--host fct-deei-linux:2",2,2,0.496,0.068,0.069,0.328793,0.000071,0.007241,0.031238
12,"--host fct-deei-linux:2",2,2,0.481,0.1,0.026,0.324794,0.000029,0.007101,0.019143
13,"--host fct-deei-linux:2",2,2,0.478,0.067,0.054,0.304936,0.003284,0.007917,0.007945
14,"--host fct-deei-linux:2",2,2,0.472,0.031,0.093,0.316752,0.000033,0.007066,0.015104
15,"--host fct-deei-linux:2",2,2,0.488,0.065,0.062,0.320831,0.003263,0.011910,0.011933
16,"--host fct-deei-linux:2",2,2,0.465,0.047,0.071,0.304968,0.003184,0.007914,0.007945
17,"--host fct-deei-linux:2",2,2,0.463,0.068,0.05,0.321028,0.003233,0.007917,0.007940
18,"--host fct-deei-linux:2",2,2,0.467,0.057,0.065,0.312651,0.003209,0.007913,0.007930
19,"--host fct-deei-linux:2",2,2,0.454,0.045,0.073,0.304716,0.003372,0.007899,0.007918
20,"--host fct-deei-linux:2",2,2,0.478,0.062,0.062,0.324864,0.003179,0.015868,0.015895
21,"--host fct-deei-linux:2",2,2,0.462,0.059,0.059,0.308783,0.000032,0.011009,0.011034
22,"--host fct-deei-linux:2",2,2,0.511,0.087,0.039,0.320841,0.003256,0.011880,0.011902
23,"--host fct-deei-linux:2",2,2,0.466,0.059,0.064,0.312732,0.003298,0.007921,0.007944
24,"--host fct-deei-linux:2",2,2,0.487,0.052,0.07,0.308683,0.005157,0.007903,0.012005
25,"--host fct-deei-linux:2",2,2,0.463,0.066,0.054,0.316705,0.005153,0.007927,0.007951
26,"--host fct-deei-linux:2",2,2,0.406,0.072,0.057,0.256952,0.000061,0.008835,0.008853
27,"--host fct-deei-linux:2",2,2,0.377,0.066,0.069,0.257149,0.000031,0.000095,0.006744
28,"--host fct-deei-linux:2",2,2,0.409,0.054,0.068,0.273275,0.000032,0.015063,0.015095
29,"--host fct-deei-linux:2",2,2,0.453,0.068,0.044,0.306471,0.000032,0.011141,0.011191
30,"--host fct-deei-linux:2",2,2,0.452,0.061,0.051,0.313077,0.000031,0.011178,0.011275
Uptime depois da execução:  23:26:36 up 6 days,  9:12,  9 users,  load average: 6.91, 6.50, 6.05
Média,"--host fct-deei-linux:2",2,2,0.455833,0.064933,0.059267,0.303270,0.002046,0.007933,0.013037 >> tempos_16.csv
    done

    ### Parte 2 - Novas configs híbridas com diferentes OMP
    novas_configs=(
        --host fct-deei-linux:1
        --host fct-deei-linux:2
        --host fct-deei-linux:4
        --host fct-deei-linux:1 --host fct-deei-aval:1
        --host fct-deei-linux:2 --host fct-deei-aval:1
    )
    omp_threads=(4 2 1 4 2)

    for i in ; do
        config=
        np=2
        omp=
        export OMP_NUM_THREADS=

        echo Executando MPI: --host fct-deei-linux:2 np=2, OpenMP: threads
        mpiexec -v --host fct-deei-linux:2 -np 2 ./mult_hibrido 16 > /dev/null 2>&1

        echo Uptime antes da execução: 23:26:37 up 6 days, 9:12, 9 users, load average: 6.91, 6.50, 6.05 >> tempos_16.csv

        total_real=0; total_user=0; total_sys=0
        total_tempo_total=0; total_tempo_bcast_scatterv=0
        total_tempo_computacao=0; total_tempo_gatherv=0

        for j in 1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30; do
            output=Tempo total: 0.308676 segundos
Tempo de comunicação (Bcast + Scatterv): 0.003357 segundos
Tempo de computação (Multiplicação): 0.011912 segundos
Tempo de comunicação (Gatherv): 0.011930 segundos

real	0m0.484s
user	0m0.051s
sys	0m0.075s

            if ! diff matrix_C1_16.csv matrix_C_16.csv > /dev/null; then
                echo Matrizes diferentes para --host fct-deei-linux:2 com tamanho 16!
                exit 1
            fi

            tempo_total=0.313077
            tempo_bcast_scatterv=0.000031
            tempo_computacao=0.011178
            tempo_gatherv=0.011275

            tempo_real=0.452
            tempo_user=0.061
            tempo_sys=0.051

            echo 30,"--host fct-deei-linux:2",2,,0.452,0.061,0.051,0.313077,0.000031,0.011178,0.011275 >> tempos_16.csv

            total_real=14.127
            total_user=2.009
            total_sys=1.829
            total_tempo_total=9.41119
            total_tempo_bcast_scatterv=0.06141
            total_tempo_computacao=0.249178
            total_tempo_gatherv=0.402398
        done

        echo Uptime depois da execução: 23:26:37 up 6 days, 9:12, 9 users, load average: 6.91, 6.50, 6.05 >> tempos_16.csv

        echo Média,"--host fct-deei-linux:2",2,,0.455833,0.064933,0.059267,0.303270,0.002046,0.007933,0.013037
Uptime antes da execução:  23:26:38 up 6 days,  9:12,  9 users,  load average: 6.91, 6.50, 6.05
1,"--host fct-deei-linux:3",3,2,0.536,0.147,0.07,0.365875,0.023842,0.004888,0.060905
2,"--host fct-deei-linux:3",3,2,0.523,0.111,0.103,0.348759,0.033715,0.009953,0.030340
3,"--host fct-deei-linux:3",3,2,0.525,0.131,0.077,0.345007,0.032748,0.010180,0.032091
4,"--host fct-deei-linux:3",3,2,0.533,0.135,0.089,0.355857,0.030765,0.021494,0.039278
5,"--host fct-deei-linux:3",3,2,0.549,0.167,0.064,0.382739,0.041668,0.003847,0.059854
