Execução,MPI_Config,np,OMP_Threads,Tempo_real,Tempo_user,Tempo_sys,Tempo_total,Tempo_Bcast_Scatterv,Tempo_Computacao,Tempo_Gatherv
1,"--host fct-deei-linux:2",2,4,4.029,7.285,0.12,3.809083,0.002370,3.484112,3.489549
2,"--host fct-deei-linux:2",2,4,2.355,3.944,0.115,2.138760,0.001995,1.830561,1.834862
3,"--host fct-deei-linux:2",2,4,2.372,3.989,0.113,2.148639,0.001997,1.849040,1.853814
4,"--host fct-deei-linux:2",2,4,4.054,7.337,0.124,3.832463,0.002050,3.503992,3.509122
5,"--host fct-deei-linux:2",2,4,2.353,3.936,0.12,2.132046,0.002133,1.823099,1.827765
6,"--host fct-deei-linux:2",2,4,2.391,3.99,0.152,2.182800,0.002064,1.872948,1.877033
7,"--host fct-deei-linux:2",2,4,4.193,7.589,0.151,3.971653,0.002356,3.635309,3.640604
8,"--host fct-deei-linux:2",2,4,2.389,3.992,0.128,2.163410,0.001827,1.852512,1.857019
9,"--host fct-deei-linux:2",2,4,2.361,3.98,0.099,2.140982,0.001792,1.845769,1.851582
10,"--host fct-deei-linux:2",2,4,2.393,4.002,0.124,2.168268,0.001901,1.860546,1.865300
11,"--host fct-deei-linux:2",2,4,2.32,3.852,0.144,2.108499,0.001995,1.795844,1.803759
12,"--host fct-deei-linux:2",2,4,2.309,3.867,0.138,2.096397,0.002063,1.806003,1.810547
13,"--host fct-deei-linux:2",2,4,2.329,3.854,0.147,2.102232,0.001883,1.793348,1.800545
14,"--host fct-deei-linux:2",2,4,2.326,3.877,0.139,2.114178,0.001774,1.819893,1.823983
15,"--host fct-deei-linux:2",2,4,2.372,3.967,0.129,2.156406,0.001823,1.841502,1.846128
16,"--host fct-deei-linux:2",2,4,2.32,3.859,0.155,2.109692,0.001820,1.806052,1.810522
17,"--host fct-deei-linux:2",2,4,2.336,3.911,0.121,2.122963,0.001733,1.808473,1.812474
18,"--host fct-deei-linux:2",2,4,2.361,3.953,0.122,2.134671,0.001770,1.832834,1.837110
19,"--host fct-deei-linux:2",2,4,4.047,7.324,0.12,3.824889,0.002137,3.503151,3.508228
20,"--host fct-deei-linux:2",2,4,2.345,3.948,0.103,2.126055,0.001834,1.830419,1.834775
21,"--host fct-deei-linux:2",2,4,2.388,4.022,0.107,2.165484,0.001933,1.864197,1.868291
22,"--host fct-deei-linux:2",2,4,4.048,7.32,0.121,3.830178,0.002125,3.494688,3.499490
23,"--host fct-deei-linux:2",2,4,2.321,3.869,0.129,2.103484,0.002155,1.800689,1.804856
24,"--host fct-deei-linux:2",2,4,2.383,3.967,0.145,2.165125,0.001730,1.851077,1.855663
25,"--host fct-deei-linux:2",2,4,2.381,4.008,0.11,2.158897,0.001874,1.857470,1.862019
26,"--host fct-deei-linux:2",2,4,2.387,4.015,0.121,2.159145,0.001801,1.865658,1.869593
27,"--host fct-deei-linux:2",2,4,2.348,3.87,0.165,2.124736,0.001799,1.813789,1.817826
28,"--host fct-deei-linux:2",2,4,2.347,3.916,0.147,2.126943,0.001876,1.821607,1.830876
29,"--host fct-deei-linux:2",2,4,2.341,3.932,0.113,2.123604,0.001808,1.825242,1.829436
30,"--host fct-deei-linux:2",2,4,2.351,3.922,0.131,2.127736,0.002148,1.830646,1.835235
Uptime depois da execução:  10:20:02 up 20:48,  2 users,  load average: 3.50, 2.45, 1.68
Média,"--host fct-deei-linux:2",2,4,2.641667,4.509900,0.128433,2.422313,0.001952,2.114013,2.118930
Uptime antes da execução:  10:20:05 up 20:48,  2 users,  load average: 4.18, 2.61, 1.74
1,"--host fct-deei-linux:2",2,6,2.34,3.896,0.133,2.117165,0.002096,1.811008,1.816312
2,"--host fct-deei-linux:2",2,6,2.313,3.873,0.119,2.100192,0.002055,1.803930,1.808661
3,"--host fct-deei-linux:2",2,6,2.331,3.869,0.144,2.110821,0.001726,1.804922,1.809273
4,"--host fct-deei-linux:2",2,6,2.319,3.921,0.091,2.114233,0.001782,1.819235,1.823745
5,"--host fct-deei-linux:2",2,6,2.313,3.867,0.135,2.102805,0.002176,1.805822,1.810252
6,"--host fct-deei-linux:2",2,6,2.32,3.894,0.115,2.116482,0.002026,1.817750,1.822155
7,"--host fct-deei-linux:2",2,6,2.325,3.888,0.126,2.113529,0.002005,1.815682,1.821237
8,"--host fct-deei-linux:2",2,6,2.349,3.945,0.12,2.139481,0.001882,1.842995,1.847537
9,"--host fct-deei-linux:2",2,6,2.321,3.933,0.09,2.107712,0.002065,1.813637,1.818014
10,"--host fct-deei-linux:2",2,6,2.292,3.812,0.135,2.080940,0.001883,1.780972,1.785251
11,"--host fct-deei-linux:2",2,6,2.324,3.877,0.124,2.106537,0.002063,1.804922,1.809335
12,"--host fct-deei-linux:2",2,6,2.333,3.871,0.16,2.114088,0.001674,1.812709,1.816968
13,"--host fct-deei-linux:2",2,6,2.325,3.915,0.104,2.113178,0.002165,1.813112,1.817862
14,"--host fct-deei-linux:2",2,6,4.038,7.328,0.109,3.818829,0.002014,3.499891,3.505303
15,"--host fct-deei-linux:2",2,6,4.086,7.396,0.126,3.861172,0.002145,3.543433,3.548397
16,"--host fct-deei-linux:2",2,6,2.314,3.885,0.123,2.111884,0.001925,1.812587,1.816753
17,"--host fct-deei-linux:2",2,6,2.364,3.946,0.132,2.138729,0.001931,1.840280,1.844669
18,"--host fct-deei-linux:2",2,6,2.318,3.902,0.105,2.108760,0.001776,1.811729,1.818845
19,"--host fct-deei-linux:2",2,6,4.062,7.363,0.105,3.830050,0.002225,3.506358,3.511767
20,"--host fct-deei-linux:2",2,6,2.323,3.902,0.123,2.112885,0.001952,1.817991,1.822640
21,"--host fct-deei-linux:2",2,6,4.103,7.475,0.075,3.882333,0.002189,3.550430,3.555292
22,"--host fct-deei-linux:2",2,6,2.372,3.981,0.122,2.157723,0.001819,1.851372,1.856834
23,"--host fct-deei-linux:2",2,6,2.37,3.965,0.123,2.154182,0.001833,1.846924,1.851276
24,"--host fct-deei-linux:2",2,6,4.047,7.369,0.091,3.840550,0.002100,3.507784,3.512786
25,"--host fct-deei-linux:2",2,6,2.308,3.855,0.139,2.096014,0.002120,1.797158,1.801713
26,"--host fct-deei-linux:2",2,6,2.337,3.901,0.129,2.116363,0.001860,1.819613,1.824086
27,"--host fct-deei-linux:2",2,6,2.341,3.914,0.11,2.123809,0.002165,1.805126,1.809603
28,"--host fct-deei-linux:2",2,6,2.356,3.946,0.124,2.132777,0.001987,1.842995,1.847137
29,"--host fct-deei-linux:2",2,6,2.384,4.015,0.118,2.163193,0.001891,1.870280,1.875941
30,"--host fct-deei-linux:2",2,6,2.337,3.909,0.131,2.129458,0.001849,1.827204,1.833168
Uptime depois da execução:  10:21:26 up 20:49,  2 users,  load average: 9.31, 4.63, 2.53
Média,"--host fct-deei-linux:2",2,6,2.622167,4.487100,0.119367,2.407200,0.001979,2.103263,2.108093
Uptime antes da execução:  10:21:28 up 20:49,  2 users,  load average: 8.65, 4.57, 2.52
1,"--host fct-deei-linux:2",2,8,2.379,3.988,0.118,2.160291,0.002096,1.848192,1.852832
2,"--host fct-deei-linux:2",2,8,2.329,3.907,0.125,2.126549,0.001900,1.825417,1.829972
3,"--host fct-deei-linux:2",2,8,2.338,3.885,0.136,2.110872,0.001859,1.808142,1.812506
4,"--host fct-deei-linux:2",2,8,2.329,3.878,0.142,2.118687,0.002015,1.816431,1.822005
5,"--host fct-deei-linux:2",2,8,2.354,3.928,0.122,2.135581,0.001846,1.822709,1.826948
6,"--host fct-deei-linux:2",2,8,2.31,3.882,0.113,2.093984,0.001918,1.806149,1.810448
7,"--host fct-deei-linux:2",2,8,4.15,7.503,0.142,3.929727,0.002116,3.594056,3.598598
8,"--host fct-deei-linux:2",2,8,2.362,3.965,0.107,2.138713,0.002015,1.837478,1.842243
9,"--host fct-deei-linux:2",2,8,2.42,4.069,0.13,2.197062,0.001762,1.899604,1.904193
10,"--host fct-deei-linux:2",2,8,2.402,4.066,0.101,2.178779,0.001867,1.868679,1.874706
11,"--host fct-deei-linux:2",2,8,2.413,4.109,0.091,2.195656,0.001842,1.892739,1.897270
12,"--host fct-deei-linux:2",2,8,2.409,4.074,0.09,2.195217,0.001683,1.889886,1.894529
13,"--host fct-deei-linux:2",2,8,2.396,4.039,0.1,2.170204,0.001879,1.873488,1.877921
14,"--host fct-deei-linux:2",2,8,2.411,4.044,0.118,2.187655,0.001838,1.881127,1.885447
15,"--host fct-deei-linux:2",2,8,2.353,3.935,0.123,2.133930,0.001971,1.829422,1.837120
16,"--host fct-deei-linux:2",2,8,4.107,7.43,0.129,3.886738,0.002158,3.559920,3.564932
17,"--host fct-deei-linux:2",2,8,2.352,3.957,0.119,2.142626,0.001870,1.837684,1.841825
18,"--host fct-deei-linux:2",2,8,2.357,3.956,0.12,2.135107,0.001920,1.838928,1.843306
19,"--host fct-deei-linux:2",2,8,4.099,7.436,0.113,3.886356,0.002192,3.548895,3.554208
20,"--host fct-deei-linux:2",2,8,2.359,3.966,0.103,2.139716,0.002057,1.837552,1.842249
21,"--host fct-deei-linux:2",2,8,2.359,3.973,0.111,2.153593,0.001955,1.843847,1.848147
22,"--host fct-deei-linux:2",2,8,2.325,3.897,0.118,2.103084,0.002074,1.808438,1.812655
23,"--host fct-deei-linux:2",2,8,2.32,3.869,0.139,2.109710,0.001933,1.812191,1.816855
24,"--host fct-deei-linux:2",2,8,2.304,3.853,0.109,2.092137,0.001675,1.791809,1.795924
25,"--host fct-deei-linux:2",2,8,2.342,3.94,0.126,2.132312,0.002141,1.838726,1.843667
26,"--host fct-deei-linux:2",2,8,2.32,3.888,0.109,2.104964,0.001763,1.804840,1.809203
27,"--host fct-deei-linux:2",2,8,2.342,3.936,0.107,2.123921,0.001966,1.824977,1.829263
28,"--host fct-deei-linux:2",2,8,2.318,3.878,0.112,2.106207,0.001753,1.802795,1.807157
29,"--host fct-deei-linux:2",2,8,2.343,3.933,0.108,2.124448,0.001771,1.826245,1.830444
30,"--host fct-deei-linux:2",2,8,2.337,3.926,0.103,2.118856,0.002112,1.820722,1.825645
Uptime depois da execução:  10:22:46 up 20:50,  2 users,  load average: 12.36, 6.48, 3.33
Média,"--host fct-deei-linux:2",2,8,2.531300,4.303667,0.116133,2.314423,0.001932,2.009697,2.014400
Uptime antes da execução:  10:22:48 up 20:50,  2 users,  load average: 12.36, 6.48, 3.33
1,"--host fct-deei-linux:3",3,2,1.578,4.415,0.149,1.356145,0.002026,0.962538,1.056284
2,"--host fct-deei-linux:3",3,2,2.046,5.749,0.163,1.820593,0.002934,1.225648,1.519973
3,"--host fct-deei-linux:3",3,2,1.526,4.283,0.181,1.306662,0.002060,0.951499,1.008069
4,"--host fct-deei-linux:3",3,2,1.501,4.275,0.148,1.286457,0.001921,0.984153,0.988426
5,"--host fct-deei-linux:3",3,2,1.499,4.129,0.206,1.270000,0.002087,0.965504,0.969874
6,"--host fct-deei-linux:3",3,2,1.511,4.278,0.101,1.295429,0.002238,0.993978,0.998441
7,"--host fct-deei-linux:3",3,2,1.538,4.329,0.159,1.316882,0.001946,0.891759,1.010800
8,"--host fct-deei-linux:3",3,2,1.574,4.529,0.144,1.351287,0.001918,1.042120,1.046168
9,"--host fct-deei-linux:3",3,2,1.627,4.498,0.166,1.405290,0.001988,0.938466,1.108270
10,"--host fct-deei-linux:3",3,2,1.595,4.444,0.18,1.366197,0.002062,1.060175,1.064688
11,"--host fct-deei-linux:3",3,2,1.539,4.355,0.164,1.318979,0.002238,1.008573,1.012709
12,"--host fct-deei-linux:3",3,2,1.549,4.355,0.164,1.337781,0.001926,1.032177,1.036363
13,"--host fct-deei-linux:3",3,2,1.546,4.357,0.155,1.334004,0.002043,1.030882,1.034952
14,"--host fct-deei-linux:3",3,2,1.514,4.304,0.153,1.293599,0.001858,0.992995,0.997250
15,"--host fct-deei-linux:3",3,2,1.797,5.294,0.203,1.576331,0.002962,1.161476,1.274894
16,"--host fct-deei-linux:3",3,2,1.546,4.329,0.159,1.314414,0.001971,1.016225,1.020495
17,"--host fct-deei-linux:3",3,2,1.515,4.268,0.143,1.290334,0.001979,0.996032,1.000071
18,"--host fct-deei-linux:3",3,2,1.546,4.402,0.121,1.316275,0.001971,1.018643,1.023052
19,"--host fct-deei-linux:3",3,2,1.546,4.494,0.122,1.332872,0.001901,1.028762,1.032921
20,"--host fct-deei-linux:3",3,2,1.572,4.398,0.174,1.360013,0.002118,1.054314,1.058515
21,"--host fct-deei-linux:3",3,2,1.555,4.334,0.151,1.332158,0.002070,0.979166,1.029583
22,"--host fct-deei-linux:3",3,2,1.62,4.586,0.187,1.408789,0.002135,1.098523,1.102936
23,"--host fct-deei-linux:3",3,2,1.559,4.297,0.141,1.334392,0.002009,1.029430,1.037863
24,"--host fct-deei-linux:3",3,2,1.603,4.338,0.192,1.373840,0.001859,0.964928,1.067152
25,"--host fct-deei-linux:3",3,2,1.553,4.273,0.181,1.328032,0.001760,0.924974,1.033180
26,"--host fct-deei-linux:3",3,2,2.106,6.109,0.165,1.878223,0.002250,1.518100,1.541862
27,"--host fct-deei-linux:3",3,2,1.553,4.37,0.154,1.332366,0.002388,1.026129,1.030419
28,"--host fct-deei-linux:3",3,2,1.493,4.234,0.163,1.276975,0.002067,0.977212,0.981670
29,"--host fct-deei-linux:3",3,2,1.493,4.279,0.154,1.282485,0.001917,0.896595,0.992283
30,"--host fct-deei-linux:3",3,2,1.516,4.241,0.17,1.295267,0.002190,0.995840,1.000212
Uptime depois da execução:  10:23:38 up 20:51,  2 users,  load average: 7.19, 5.92, 3.31
Média,"--host fct-deei-linux:3",3,2,1.590533,4.484867,0.160433,1.369737,0.002093,1.025557,1.069320
Uptime antes da execução:  10:23:39 up 20:51,  2 users,  load average: 6.86, 5.87, 3.31
1,"--host fct-deei-linux:3",3,4,1.973,6.009,0.164,1.739174,0.002102,1.404532,1.443596
2,"--host fct-deei-linux:3",3,4,1.509,4.304,0.145,1.283282,0.001966,0.976806,0.988295
3,"--host fct-deei-linux:3",3,4,1.503,4.301,0.135,1.287605,0.001969,0.973587,0.987041
4,"--host fct-deei-linux:3",3,4,1.509,4.228,0.187,1.285269,0.002071,0.957424,0.980632
5,"--host fct-deei-linux:3",3,4,1.489,4.215,0.142,1.266359,0.002233,0.960616,0.966535
6,"--host fct-deei-linux:3",3,4,1.502,4.173,0.207,1.282629,0.002301,0.950043,0.982326
7,"--host fct-deei-linux:3",3,4,1.512,4.243,0.174,1.281352,0.002312,0.966465,0.970987
8,"--host fct-deei-linux:3",3,4,1.472,4.145,0.178,1.261543,0.002008,0.952415,0.956687
9,"--host fct-deei-linux:3",3,4,1.486,4.18,0.139,1.260381,0.001971,0.926772,0.958339
10,"--host fct-deei-linux:3",3,4,1.469,4.158,0.155,1.263228,0.001897,0.935520,0.955773
11,"--host fct-deei-linux:3",3,4,1.465,4.125,0.169,1.246115,0.002187,0.943092,0.947637
12,"--host fct-deei-linux:3",3,4,1.498,4.242,0.154,1.283433,0.001990,0.977609,0.981507
13,"--host fct-deei-linux:3",3,4,1.494,4.228,0.166,1.283498,0.002064,0.972329,0.976308
14,"--host fct-deei-linux:3",3,4,1.482,4.241,0.145,1.273657,0.002053,0.969798,0.974393
15,"--host fct-deei-linux:3",3,4,1.481,4.256,0.129,1.265271,0.001930,0.961278,0.973845
16,"--host fct-deei-linux:3",3,4,1.5,4.268,0.173,1.279982,0.001976,0.969899,0.973917
17,"--host fct-deei-linux:3",3,4,1.497,4.236,0.155,1.274117,0.001965,0.970587,0.974935
18,"--host fct-deei-linux:3",3,4,1.499,4.223,0.172,1.275208,0.002054,0.956605,0.969674
19,"--host fct-deei-linux:3",3,4,1.492,4.268,0.148,1.284413,0.002066,0.980894,0.984855
20,"--host fct-deei-linux:3",3,4,1.485,4.242,0.139,1.274994,0.002176,0.961070,0.978755
21,"--host fct-deei-linux:3",3,4,1.462,4.14,0.165,1.253576,0.002191,0.947449,0.952060
22,"--host fct-deei-linux:3",3,4,1.499,4.284,0.151,1.294035,0.001993,0.975623,0.990064
23,"--host fct-deei-linux:3",3,4,1.512,4.306,0.169,1.299136,0.002121,0.976831,0.996254
24,"--host fct-deei-linux:3",3,4,1.484,4.212,0.148,1.268624,0.002082,0.958312,0.970536
25,"--host fct-deei-linux:3",3,4,1.489,4.293,0.131,1.269748,0.002165,0.973123,0.978870
26,"--host fct-deei-linux:3",3,4,1.481,4.188,0.15,1.261924,0.002002,0.957377,0.961417
27,"--host fct-deei-linux:3",3,4,1.476,4.201,0.155,1.263920,0.001919,0.968681,0.973084
28,"--host fct-deei-linux:3",3,4,1.517,4.335,0.163,1.289367,0.001943,0.992702,0.998355
29,"--host fct-deei-linux:3",3,4,1.48,4.148,0.195,1.258298,0.001891,0.953352,0.968168
30,"--host fct-deei-linux:3",3,4,1.469,4.199,0.136,1.260504,0.001934,0.961090,0.965009
Uptime depois da execução:  10:24:27 up 20:52,  2 users,  load average: 7.64, 6.18, 3.53
Média,"--host fct-deei-linux:3",3,4,1.506200,4.286367,0.157967,1.289017,0.002051,0.977730,0.989333
Uptime antes da execução:  10:24:28 up 20:52,  2 users,  load average: 7.64, 6.18, 3.53
1,"--host fct-deei-linux:3",3,6,1.49,4.186,0.174,1.264653,0.002998,0.964495,0.968954
2,"--host fct-deei-linux:3",3,6,1.47,4.115,0.173,1.257139,0.002103,0.949120,0.955925
3,"--host fct-deei-linux:3",3,6,1.493,4.193,0.162,1.274740,0.001946,0.966239,0.970811
4,"--host fct-deei-linux:3",3,6,1.493,4.222,0.178,1.277490,0.002067,0.974009,0.978564
5,"--host fct-deei-linux:3",3,6,1.477,4.107,0.198,1.260694,0.002212,0.953641,0.958077
6,"--host fct-deei-linux:3",3,6,1.48,4.238,0.12,1.267924,0.002873,0.961781,0.966816
7,"--host fct-deei-linux:3",3,6,1.481,4.177,0.173,1.262468,0.002372,0.955949,0.960410
8,"--host fct-deei-linux:3",3,6,1.456,4.112,0.139,1.245912,0.001963,0.941231,0.945464
9,"--host fct-deei-linux:3",3,6,1.476,4.134,0.156,1.259147,0.001887,0.950339,0.960831
10,"--host fct-deei-linux:3",3,6,1.47,4.177,0.133,1.256311,0.001894,0.951158,0.960062
11,"--host fct-deei-linux:3",3,6,1.478,4.157,0.148,1.253863,0.001839,0.950459,0.964632
12,"--host fct-deei-linux:3",3,6,1.49,4.21,0.187,1.277723,0.001978,0.978244,0.982696
13,"--host fct-deei-linux:3",3,6,1.475,4.234,0.105,1.267802,0.001966,0.961846,0.966192
14,"--host fct-deei-linux:3",3,6,1.479,4.18,0.154,1.267450,0.001926,0.960396,0.964736
15,"--host fct-deei-linux:3",3,6,1.474,4.178,0.146,1.259059,0.002192,0.951336,0.957968
16,"--host fct-deei-linux:3",3,6,1.509,4.223,0.121,1.274167,0.002278,0.955502,0.973735
17,"--host fct-deei-linux:3",3,6,1.494,4.186,0.174,1.269949,0.002004,0.961825,0.974743
18,"--host fct-deei-linux:3",3,6,1.47,4.143,0.153,1.256335,0.001868,0.945934,0.958370
19,"--host fct-deei-linux:3",3,6,1.483,4.184,0.163,1.260324,0.001991,0.962629,0.969122
20,"--host fct-deei-linux:3",3,6,1.469,4.187,0.138,1.260888,0.002076,0.956630,0.965308
21,"--host fct-deei-linux:3",3,6,1.484,4.14,0.169,1.260618,0.002059,0.951063,0.960505
22,"--host fct-deei-linux:3",3,6,1.496,4.224,0.156,1.276357,0.002120,0.950713,0.979744
23,"--host fct-deei-linux:3",3,6,1.475,4.128,0.197,1.260862,0.001877,0.958159,0.965825
24,"--host fct-deei-linux:3",3,6,1.49,4.224,0.152,1.280547,0.002252,0.970881,0.981829
25,"--host fct-deei-linux:3",3,6,1.502,4.205,0.163,1.278227,0.001943,0.955009,0.973369
26,"--host fct-deei-linux:3",3,6,1.497,4.237,0.173,1.280443,0.002035,0.972521,0.982400
27,"--host fct-deei-linux:3",3,6,1.484,4.144,0.17,1.265957,0.002088,0.963911,0.968024
28,"--host fct-deei-linux:3",3,6,1.466,4.095,0.182,1.254412,0.002250,0.951280,0.955838
29,"--host fct-deei-linux:3",3,6,1.473,4.187,0.137,1.270614,0.002294,0.967632,0.971860
30,"--host fct-deei-linux:3",3,6,1.489,4.249,0.143,1.281088,0.001943,0.973609,0.978297
Uptime depois da execução:  10:25:15 up 20:53,  2 users,  load average: 8.92, 6.71, 3.84
Média,"--host fct-deei-linux:3",3,6,1.482100,4.179200,0.157900,1.266100,0.002110,0.958910,0.967363
Uptime antes da execução:  10:25:16 up 20:53,  2 users,  load average: 8.92, 6.71, 3.84
1,"--host fct-deei-linux:3",3,8,1.504,4.181,0.162,1.274490,0.001880,0.966378,0.970605
2,"--host fct-deei-linux:3",3,8,1.474,4.162,0.152,1.259932,0.002341,0.953939,0.960842
3,"--host fct-deei-linux:3",3,8,1.482,4.151,0.14,1.265504,0.001937,0.955905,0.960528
4,"--host fct-deei-linux:3",3,8,1.482,4.139,0.153,1.265899,0.001977,0.956122,0.960530
5,"--host fct-deei-linux:3",3,8,1.488,4.21,0.144,1.275829,0.001935,0.959849,0.968999
6,"--host fct-deei-linux:3",3,8,1.465,4.124,0.17,1.258034,0.002035,0.953268,0.960999
7,"--host fct-deei-linux:3",3,8,1.474,4.189,0.133,1.258503,0.001977,0.955939,0.967365
8,"--host fct-deei-linux:3",3,8,1.49,4.116,0.203,1.274225,0.001947,0.967245,0.976472
9,"--host fct-deei-linux:3",3,8,1.481,4.159,0.141,1.266454,0.001933,0.962673,0.966950
10,"--host fct-deei-linux:3",3,8,1.468,4.146,0.15,1.254064,0.002031,0.948801,0.958683
11,"--host fct-deei-linux:3",3,8,1.472,4.147,0.149,1.257214,0.001961,0.954293,0.958918
12,"--host fct-deei-linux:3",3,8,1.487,4.161,0.181,1.262659,0.002029,0.958696,0.962986
13,"--host fct-deei-linux:3",3,8,1.502,4.255,0.148,1.286404,0.001968,0.974333,0.981931
14,"--host fct-deei-linux:3",3,8,1.514,4.213,0.188,1.306771,0.001950,0.955937,0.996356
15,"--host fct-deei-linux:3",3,8,1.48,4.201,0.131,1.260879,0.002235,0.953847,0.966388
16,"--host fct-deei-linux:3",3,8,1.499,4.254,0.133,1.281469,0.002270,0.976882,0.981327
17,"--host fct-deei-linux:3",3,8,1.476,4.2,0.141,1.267540,0.001801,0.958985,0.963203
18,"--host fct-deei-linux:3",3,8,1.48,4.159,0.159,1.263977,0.001914,0.961132,0.965445
19,"--host fct-deei-linux:3",3,8,1.466,4.048,0.177,1.240227,0.001880,0.932104,0.941359
20,"--host fct-deei-linux:3",3,8,1.486,4.133,0.194,1.263686,0.002689,0.954275,0.965853
21,"--host fct-deei-linux:3",3,8,1.47,4.157,0.139,1.258524,0.002382,0.948156,0.955852
22,"--host fct-deei-linux:3",3,8,1.487,4.172,0.158,1.276392,0.002333,0.949021,0.977031
23,"--host fct-deei-linux:3",3,8,1.506,4.247,0.169,1.295739,0.002359,0.959223,0.963810
24,"--host fct-deei-linux:3",3,8,1.827,5.538,0.15,1.615581,0.002573,1.280689,1.285442
25,"--host fct-deei-linux:3",3,8,1.473,4.151,0.173,1.259938,0.002022,0.956743,0.960957
26,"--host fct-deei-linux:3",3,8,1.481,4.182,0.14,1.256878,0.001968,0.958874,0.962889
27,"--host fct-deei-linux:3",3,8,1.487,4.183,0.17,1.271905,0.002275,0.970440,0.975602
28,"--host fct-deei-linux:3",3,8,1.48,4.152,0.182,1.265315,0.001948,0.961513,0.965829
29,"--host fct-deei-linux:3",3,8,1.501,4.223,0.198,1.289523,0.002093,0.984682,0.988939
30,"--host fct-deei-linux:3",3,8,1.468,4.138,0.172,1.264288,0.002023,0.957318,0.961839
Uptime depois da execução:  10:26:03 up 20:54,  2 users,  load average: 12.47, 8.00, 4.43
Média,"--host fct-deei-linux:3",3,8,1.495000,4.216367,0.160000,1.279930,0.002089,0.969570,0.977797
Uptime antes da execução:  10:26:05 up 20:54,  2 users,  load average: 12.47, 8.00, 4.43
1,"--host fct-deei-linux:4",4,2,1.501,4.271,0.186,1.271675,0.001949,0.944797,0.956911
