Execução,MPI_Config,np,OMP_Threads,Tempo_real,Tempo_user,Tempo_sys,Tempo_total,Tempo_Bcast_Scatterv,Tempo_Computacao,Tempo_Gatherv
2,"--host fct-deei-linux:3",3,4,0.573,0.175,0.065,0.373791,0.029580,0.024019,0.065495
3,"--host fct-deei-linux:3",3,4,0.611,0.179,0.067,0.400338,0.037841,0.015554,0.063593
Uptime depois da execução:  15:31:09 up 8 days,  1:17,  8 users,  load average: 9.50, 8.40, 6.32
Média,"--host fct-deei-linux:3",3,4,0.587000,0.171667,0.067000,0.391340,0.033363,0.020344,0.061408
Uptime antes da execução:  15:31:10 up 8 days,  1:17,  8 users,  load average: 9.50, 8.40, 6.32
1,"--host fct-deei-linux:3",3,6,0.576,0.127,0.082,0.369317,0.022221,0.023879,0.064054
2,"--host fct-deei-linux:3",3,6,0.549,0.13,0.057,0.369453,0.014755,0.019747,0.071992
3,"--host fct-deei-linux:3",3,6,0.518,0.117,0.06,0.332857,0.023908,0.012017,0.032049
Uptime depois da execução:  15:31:13 up 8 days,  1:17,  8 users,  load average: 9.50, 8.40, 6.32
Média,"--host fct-deei-linux:3",3,6,0.547667,0.124667,0.066333,0.357210,0.020295,0.018548,0.056032
Uptime antes da execução:  15:31:13 up 8 days,  1:17,  8 users,  load average: 9.50, 8.40, 6.32
1,"--host fct-deei-linux:3",3,8,0.548,0.122,0.066,0.352630,0.019826,0.011992,0.044073
2,"--host fct-deei-linux:3",3,8,0.532,0.126,0.067,0.384212,0.024388,0.023716,0.052010
3,"--host fct-deei-linux:3",3,8,0.568,0.13,0.076,0.360694,0.008226,0.004063,0.063865
Uptime depois da execução:  15:31:16 up 8 days,  1:17,  8 users,  load average: 9.38, 8.40, 6.33
Média,"--host fct-deei-linux:3",3,8,0.549333,0.126000,0.069667,0.365847,0.017480,0.013257,0.053316
Uptime antes da execução:  15:31:17 up 8 days,  1:17,  8 users,  load average: 9.38, 8.40, 6.33
1,"--host fct-deei-linux:4",4,2,0.535,0.139,0.09,0.356716,0.019979,0.011927,0.027962
2,"--host fct-deei-linux:4",4,2,0.562,0.125,0.09,0.345042,0.011006,0.007985,0.028175
3,"--host fct-deei-linux:4",4,2,0.564,0.141,0.089,0.377233,0.023853,0.012007,0.036317
Uptime depois da execução:  15:31:19 up 8 days,  1:17,  8 users,  load average: 9.67, 8.47, 6.37
Média,"--host fct-deei-linux:4",4,2,0.553667,0.135000,0.089667,0.359663,0.018279,0.010640,0.030818
Uptime antes da execução:  15:31:20 up 8 days,  1:17,  8 users,  load average: 9.67, 8.47, 6.37
1,"--host fct-deei-linux:4",4,4,0.556,0.176,0.09,0.363591,0.023798,0.017645,0.031136
2,"--host fct-deei-linux:4",4,4,0.598,0.184,0.095,0.389325,0.030775,0.015989,0.040655
3,"--host fct-deei-linux:4",4,4,0.6,0.16,0.108,0.380326,0.023888,0.017536,0.039409
Uptime depois da execução:  15:31:23 up 8 days,  1:17,  8 users,  load average: 9.67, 8.47, 6.37
Média,"--host fct-deei-linux:4",4,4,0.584667,0.173333,0.097667,0.377747,0.026154,0.017057,0.037067
Uptime antes da execução:  15:31:23 up 8 days,  1:17,  8 users,  load average: 9.67, 8.47, 6.37
1,"--host fct-deei-linux:4",4,6,0.538,0.121,0.075,0.356977,0.011870,0.012028,0.016133
2,"--host fct-deei-linux:4",4,6,0.526,0.117,0.077,0.341049,0.011882,0.016112,0.020185
3,"--host fct-deei-linux:4",4,6,0.545,0.104,0.091,0.337019,0.019881,0.015999,0.024245
Uptime depois da execução:  15:31:26 up 8 days,  1:17,  8 users,  load average: 9.62, 8.48, 6.38
Média,"--host fct-deei-linux:4",4,6,0.536333,0.114000,0.081000,0.345013,0.014544,0.014713,0.020188
Uptime antes da execução:  15:31:27 up 8 days,  1:17,  8 users,  load average: 9.62, 8.48, 6.38
1,"--host fct-deei-linux:4",4,8,0.54,0.072,0.106,0.341476,0.000030,0.020417,0.020467
2,"--host fct-deei-linux:4",4,8,0.541,0.117,0.079,0.340942,0.023264,0.012057,0.016205
3,"--host fct-deei-linux:4",4,8,0.573,0.155,0.066,0.368995,0.026417,0.012021,0.040026
Uptime depois da execução:  15:31:30 up 8 days,  1:17,  8 users,  load average: 9.57, 8.49, 6.39
Média,"--host fct-deei-linux:4",4,8,0.551333,0.114667,0.083667,0.350470,0.016570,0.014832,0.025566
Uptime antes da execução:  15:31:33 up 8 days,  1:17,  8 users,  load average: 9.57, 8.49, 6.39
1,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2,2.946,0.305,0.21,2.349874,0.004369,0.016493,0.045851
2,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2,2.929,0.297,0.207,2.337567,0.003920,0.020447,0.033449
3,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2,2.937,0.206,0.272,2.367329,0.008272,0.011850,0.052513
Uptime depois da execução:  15:31:43 up 8 days,  1:17,  8 users,  load average: 9.33, 8.47, 6.41
Média,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,2,2.937333,0.269333,0.229667,2.351590,0.005520,0.016263,0.043938
Uptime antes da execução:  15:31:46 up 8 days,  1:17,  8 users,  load average: 9.54, 8.53, 6.44
1,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,4,2.942,0.315,0.205,2.361240,0.019873,0.008663,0.038701
2,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,4,2.935,0.375,0.197,2.389786,0.015905,0.017724,0.065776
3,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,4,2.95,0.319,0.199,2.382044,0.031865,0.021152,0.039685
Uptime depois da execução:  15:31:56 up 8 days,  1:17,  8 users,  load average: 9.30, 8.51, 6.46
Média,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,4,2.942333,0.336333,0.200333,2.377690,0.022548,0.015846,0.048054
Uptime antes da execução:  15:31:59 up 8 days,  1:17,  8 users,  load average: 9.30, 8.51, 6.46
1,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,6,2.872,0.221,0.246,2.343213,0.008210,0.012785,0.032174
2,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,6,2.92,0.273,0.219,2.385033,0.027925,0.000364,0.032483
3,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,6,2.821,0.273,0.205,2.318057,0.011722,0.008327,0.029403
Uptime depois da execução:  15:32:08 up 8 days,  1:18,  8 users,  load average: 8.95, 8.46, 6.47
Média,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,6,2.871000,0.255667,0.223333,2.348767,0.015952,0.007159,0.031353
Uptime antes da execução:  15:32:11 up 8 days,  1:18,  8 users,  load average: 8.55, 8.39, 6.45
1,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,8,2.935,0.195,0.262,2.361240,0.028191,0.019417,0.040038
2,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,8,2.921,0.246,0.217,2.360654,0.028484,0.019210,0.040036
3,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,8,2.885,0.262,0.199,2.364801,0.015854,0.011285,0.028204
Uptime depois da execução:  15:32:21 up 8 days,  1:18,  8 users,  load average: 8.46, 8.38, 6.47
Média,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,8,2.913667,0.234333,0.226000,2.362230,0.024176,0.016637,0.036093
Uptime antes da execução:  15:32:24 up 8 days,  1:18,  8 users,  load average: 8.34, 8.35, 6.47
1,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2,2.936,0.244,0.254,2.377551,0.028381,0.009707,0.038805
2,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2,2.914,0.251,0.224,2.361208,0.030561,0.015392,0.036052
3,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2,2.902,0.25,0.234,2.349247,0.009596,0.007725,0.037457
Uptime depois da execução:  15:32:33 up 8 days,  1:18,  8 users,  load average: 8.24, 8.33, 6.47
Média,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2,2.917333,0.248333,0.237333,2.362670,0.022846,0.010941,0.037438
Uptime antes da execução:  15:32:36 up 8 days,  1:18,  8 users,  load average: 8.14, 8.31, 6.48
1,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,4,2.895,0.258,0.262,2.382314,0.027889,0.016480,0.049563
2,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,4,2.93,0.282,0.233,2.370949,0.030049,0.011409,0.050059
3,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,4,2.96,0.303,0.231,2.393798,0.015919,0.011664,0.055061
Uptime depois da execução:  15:32:46 up 8 days,  1:18,  8 users,  load average: 8.03, 8.28, 6.49
Média,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,4,2.928333,0.281000,0.242000,2.382353,0.024619,0.013184,0.051561
Uptime antes da execução:  15:32:49 up 8 days,  1:18,  8 users,  load average: 7.95, 8.26, 6.49
1,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,6,2.955,0.204,0.258,2.399773,0.025989,0.014642,0.056295
2,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,6,2.925,0.231,0.223,2.368094,0.013233,0.008963,0.022839
3,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,6,2.798,0.235,0.232,2.326349,0.000043,0.016850,0.050530
Uptime depois da execução:  15:32:59 up 8 days,  1:18,  8 users,  load average: 7.79, 8.22, 6.49
Média,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,6,2.892667,0.223333,0.237667,2.364737,0.013088,0.013485,0.043221
Uptime antes da execução:  15:33:02 up 8 days,  1:18,  8 users,  load average: 7.89, 8.24, 6.50
1,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,8,2.942,0.217,0.241,2.350434,0.023920,0.014828,0.033889
2,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,8,2.918,0.235,0.237,2.371746,0.019949,0.010835,0.036514
3,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,8,2.874,0.229,0.221,2.351637,0.013132,0.009940,0.037606
Uptime depois da execução:  15:33:11 up 8 days,  1:19,  8 users,  load average: 7.67, 8.18, 6.50
Média,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,8,2.911333,0.227000,0.233000,2.357940,0.019000,0.011868,0.036003
