Execução,MPI_Config,np,OMP_Threads,Tempo_real,Tempo_user,Tempo_sys,Tempo_total,Tempo_Bcast_Scatterv,Tempo_Computacao,Tempo_Gatherv
1,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,4,3.024,0.32,0.238,2.444102,0.035877,0.026132,0.104019
2,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,4,2.967,0.381,0.213,2.407329,0.034500,0.018295,0.071449
3,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,4,2.988,0.342,0.219,2.426524,0.035868,0.018471,0.084047
Uptime depois da execução:  15:34:19 up 8 days,  1:20,  8 users,  load average: 8.16, 8.22, 6.64
Média,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,4,2.993000,0.347667,0.223333,2.425983,0.035415,0.020966,0.086505
Uptime antes da execução:  15:34:22 up 8 days,  1:20,  8 users,  load average: 8.16, 8.22, 6.64
1,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,6,2.904,0.266,0.278,2.409344,0.032321,0.023244,0.083604
2,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,6,2.881,0.273,0.275,2.361942,0.033487,0.007175,0.035469
3,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,6,3.007,0.33,0.229,2.418192,0.054837,0.015524,0.043609
Uptime depois da execução:  15:34:32 up 8 days,  1:20,  8 users,  load average: 8.31, 8.24, 6.67
Média,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,6,2.930667,0.289667,0.260667,2.396490,0.040215,0.015314,0.054227
Uptime antes da execução:  15:34:35 up 8 days,  1:20,  8 users,  load average: 8.28, 8.24, 6.67
1,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,8,2.993,0.307,0.216,2.356711,0.015847,0.012695,0.036777
2,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,8,2.971,0.232,0.288,2.373658,0.034392,0.007554,0.037437
3,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,8,2.961,0.302,0.261,2.396362,0.043779,0.007964,0.052168
Uptime depois da execução:  15:34:45 up 8 days,  1:20,  8 users,  load average: 8.61, 8.31, 6.72
Média,"--host fct-deei-linux:4 --host fct-deei-aval:1",5,8,2.975000,0.280333,0.255000,2.375577,0.031339,0.009404,0.042127
Uptime antes da execução:  15:34:48 up 8 days,  1:20,  8 users,  load average: 8.61, 8.31, 6.72
1,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2,2.999,0.303,0.244,2.404001,0.023832,0.007038,0.073575
2,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2,2.978,0.242,0.272,2.401358,0.027874,0.020551,0.069470
3,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2,2.994,0.374,0.201,2.433254,0.020928,0.008344,0.081798
Uptime depois da execução:  15:34:58 up 8 days,  1:20,  8 users,  load average: 8.51, 8.30, 6.73
Média,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,2,2.990333,0.306333,0.239000,2.412870,0.024211,0.011978,0.074948
Uptime antes da execução:  15:35:01 up 8 days,  1:20,  8 users,  load average: 8.47, 8.30, 6.74
1,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,4,3.058,0.328,0.289,2.469254,0.039859,0.015909,0.125247
2,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,4,2.968,0.373,0.231,2.416848,0.027777,0.020084,0.096407
3,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,4,3.054,0.312,0.33,2.486051,0.055845,0.010155,0.129832
Uptime depois da execução:  15:35:11 up 8 days,  1:21,  8 users,  load average: 8.40, 8.29, 6.75
Média,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,4,3.026667,0.337667,0.283333,2.457383,0.041160,0.015383,0.117162
Uptime antes da execução:  15:35:14 up 8 days,  1:21,  8 users,  load average: 8.53, 8.31, 6.77
1,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,6,3.007,0.31,0.229,2.400054,0.030315,0.015561,0.052084
2,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,6,2.986,0.333,0.245,2.418523,0.036362,0.019043,0.079552
3,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,6,2.958,0.272,0.242,2.392029,0.035877,0.023985,0.060034
Uptime depois da execução:  15:35:25 up 8 days,  1:21,  8 users,  load average: 8.44, 8.30, 6.78
Média,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,6,2.983667,0.305000,0.238667,2.403533,0.034185,0.019530,0.063890
Uptime antes da execução:  15:35:28 up 8 days,  1:21,  8 users,  load average: 8.44, 8.30, 6.78
1,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,8,2.923,0.241,0.225,2.378443,0.020627,0.024478,0.035619
2,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,8,2.911,0.374,0.221,2.404671,0.031888,0.023419,0.080067
3,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,8,2.889,0.235,0.24,2.366019,0.016431,0.005834,0.041183
Uptime depois da execução:  15:35:37 up 8 days,  1:21,  8 users,  load average: 8.53, 8.33, 6.81
Média,"--host fct-deei-linux:4 --host fct-deei-aval:2",6,8,2.907667,0.283333,0.228667,2.383043,0.022982,0.017910,0.052290
