Execução,Tempo_real,Tempo_user,Tempo_sys,Tempo_extra
Uptime antes da execução:  17:20:02 up  3:06, 21 users,  load average: 8.26, 8.56, 6.36
1,0.042,0.101,0,0.024368
2,0.05,0.12,0,0.028880
3,0.06,0.145,0.004,0.036108
4,0.051,0.112,0.008,0.027838
5,0.051,0.127,0.004,0.032159
6,0.052,0.122,0,0.031993
7,0.045,0.107,0,0.027550
8,0.045,0.107,0.004,0.027427
