Tamanho_Matriz,Media_Tempo_real,Desvio_Tempo_real
256,0.08246666666666667,0.00297962429167508
512,0.5744666666666666,0.008156796756897474
1024,4.503766666666667,0.1083795003308007
2048,36.070299999999996,4.775425708771941
